complaint_id,complaint_text,is_duplicate
CMP2166,I am writing to complain about the following issue. I sent money to wrong account number by mistake and need immediate help for reversal.,False
CMP2149,I am writing to complain about the following issue. Transfer to my own account in another bank is taking more than 24 hours to reflect.,False
CMP2359,I am writing to complain about the following issue. Recurring deposit account not opening through net banking. Error at the final step.,False
CMP2217,My net banking account was suspended without any intimation. I have not violated any terms.,False
CMP1014,Credit card bill payment was done on time but late payment charges have been applied to my account. Please reverse immediately.,False
CMP2363,Recurring deposit account not opening through net banking. Error at the final step.,False
CMP2173,Net banking shows transfer successful but beneficiary bank says no credit received. Kindly look into this urgently.,False
CMP1099,Zero balance account was opened but the bank has started deducting quarterly maintenance charges after 3 months.,False
CMP2069,Credit card minimum due amount is calculated incorrectly on my latest statement. I am being overcharged.,False
CMP1039,UPI transfer failed but amount got deducted. It has been 5 days and the reversal has not happened yet. This is completely unacceptable.,False
CMP2035,ATM dispensed less cash than the amount requested but full amount was debited from my account.,False
CMP2239,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time.,False
CMP1025,I have been calling the customer care number for the past 2 hours but the call keeps getting disconnected after long hold times. Extremely poor service.,False
CMP2296,Mobile app does not support the latest Android version. I cannot use banking on my new phone. Kindly look into this urgently.,False
CMP2387,I am writing to complain about the following issue. FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP2052,Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases.,False
CMP1062,KYC update done online was rejected without any reason or communication from the bank. Need clarity on what was wrong.,False
CMP1088,Mobile banking app is extremely slow and takes more than 2 minutes to load each screen. This is unusable.,False
CMP2282,Prepayment of loan not being accepted online. Being forced to visit branch which is far. Kindly look into this urgently.,False
CMP2384,I am writing to complain about the following issue. FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP1120,Partial withdrawal from FD account is not allowed on the app but the terms say partial withdrawal is permitted.,False
CMP2200,Net banking is not working on my new laptop. It works on mobile but not on the computer.,False
CMP2127,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous.,False
CMP2134,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous. Kindly look into this urgently.,False
CMP2060,Credit card minimum due amount is calculated incorrectly on my latest statement. I am being overcharged.,False
CMP1064,Bank is asking for KYC documents again even though I completed full KYC less than a year ago. This is harassment.,False
CMP1043,International wire transfer initiated 7 days ago is still in pending status. The receiver has not received the funds.,False
CMP2246,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time. Kindly look into this urgently.,False
CMP2181,Net banking shows transfer successful but beneficiary bank says no credit received.,False
CMP1028,My complaint filed 2 weeks ago has not been resolved and no one from the bank has contacted me with an update.,False
CMP2254,Loan repayment schedule shared at disbursement does not match what is being deducted as EMI. Kindly look into this urgently.,False
CMP2073,I am writing to complain about the following issue. My credit card was not delivered to my address even after 3 weeks of application approval.,False
CMP1066,Address change request submitted with all documents is pending for 6 weeks. Important correspondence is going to old address.,False
CMP2071,My credit card was not delivered to my address even after 3 weeks of application approval.,False
CMP2355,Recurring deposit account not opening through net banking. Error at the final step. Kindly look into this urgently.,False
CMP2098,Credit card upgrade to platinum was rejected without any reason. My income and repayment history are excellent. Kindly look into this urgently.,False
CMP2155,I sent money to wrong account number by mistake and need immediate help for reversal.,False
CMP2024,I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently.,False
CMP9029,Insurance premium bundled with my loan was not disclosed at the time of application. I want it removed from my loan. Kindly resolve on priority basis.,True
CMP2131,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous. Kindly look into this urgently.,False
CMP9023,Card was reported stolen and new card was promised within 7 days but it has been 15 days and I still have not received the replacement card. Kindly resolve on priority basis.,True
CMP9022,Interest payout for monthly interest FD not received for last 2 months. No explanation provided by the bank.,True
CMP2182,Net banking shows transfer successful but beneficiary bank says no credit received. Kindly look into this urgently.,False
CMP1112,FD interest certificate not received for tax filing purposes even after multiple requests to the branch.,False
CMP2026,I am writing to complain about the following issue. I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently.,False
CMP2175,Net banking shows transfer successful but beneficiary bank says no credit received.,False
CMP2216,I am writing to complain about the following issue. My net banking account was suspended without any intimation. I have not violated any terms.,False
CMP1083,Moratorium benefit applied during COVID was not properly adjusted in my loan account. I am being overcharged.,False
CMP2354,Recurring deposit account not opening through net banking. Error at the final step.,False
CMP2289,I am writing to complain about the following issue. Prepayment of loan not being accepted online. Being forced to visit branch which is far.,False
CMP2233,I am writing to complain about the following issue. My mobile number update request is pending for 1 month. I cannot receive OTPs on old number.,False
CMP1040,Added a new beneficiary 3 days ago but the beneficiary is still not activated. I need to make an urgent payment.,False
CMP2301,Mobile app does not support the latest Android version. I cannot use banking on my new phone.,False
CMP2082,I am writing to complain about the following issue. My credit card was not delivered to my address even after 3 weeks of application approval.,False
CMP1001,My debit card was swallowed by the ATM machine at the Andheri branch and I have not received it back even after 5 days. This is causing me great inconvenience as I cannot access my funds.,False
CMP9011,Senior citizen account benefits not applied to my account even though I submitted age proof at the time of opening. I am a senior citizen and request priority service.,True
CMP2146,I am writing to complain about the following issue. Transfer to my own account in another bank is taking more than 24 hours to reflect.,False
CMP2096,I am writing to complain about the following issue. Credit card upgrade to platinum was rejected without any reason. My income and repayment history are excellent.,False
CMP2326,Mobile banking PIN gets reset automatically every few days forcing me to set it again.,False
CMP2043,Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases.,False
CMP2130,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous.,False
CMP2196,I cannot view my account mini statement on net banking. The page gives a blank screen. Kindly look into this urgently.,False
CMP2237,My mobile number update request is pending for 1 month. I cannot receive OTPs on old number.,False
CMP2300,I am writing to complain about the following issue. Mobile app does not support the latest Android version. I cannot use banking on my new phone.,False
CMP2062,I am writing to complain about the following issue. Credit card minimum due amount is calculated incorrectly on my latest statement. I am being overcharged.,False
CMP2314,I am writing to complain about the following issue. Cannot download my account statement from the mobile app. Option is greyed out.,False
CMP2065,I am writing to complain about the following issue. Credit card minimum due amount is calculated incorrectly on my latest statement. I am being overcharged.,False
CMP2075,My credit card was not delivered to my address even after 3 weeks of application approval. Kindly look into this urgently.,False
CMP2048,I am writing to complain about the following issue. Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases.,False
CMP9014,This is regarding my previous complaint. Bank staff at the branch was unable to help with a basic account inquiry and kept sending me to different counters.,True
CMP2229,My mobile number update request is pending for 1 month. I cannot receive OTPs on old number. Kindly look into this urgently.,False
CMP9006,Savings account opening at the branch took 3 hours due to staff being unprepared and asking for documents multiple times.,True
CMP1007,International transaction on my debit card was blocked even though I had informed the bank beforehand during my travel to Dubai.,False
CMP2030,ATM dispensed less cash than the amount requested but full amount was debited from my account. Kindly look into this urgently.,False
CMP1013,I have been charged an annual fee of Rs 2000 on my credit card even though I was promised a lifetime free card at the time of issuance.,False
CMP1069,Video KYC appointment was scheduled but the bank representative did not join the call at the appointed time.,False
CMP1045,Transfer charges applied are higher than the standard charges listed on the bank website. Please clarify and refund the difference.,False
CMP1011,Cash deposited at CDM machine was not credited to my account. Transaction reference number is available with me.,False
CMP1002,ATM card was blocked without any prior intimation. I was unable to withdraw cash during an emergency situation. Please resolve this immediately.,False
CMP2079,I am writing to complain about the following issue. My credit card was not delivered to my address even after 3 weeks of application approval.,False
CMP2022,I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently. Kindly look into this urgently.,False
CMP2302,Mobile app does not support the latest Android version. I cannot use banking on my new phone. Kindly look into this urgently.,False
CMP2194,I am writing to complain about the following issue. I cannot view my account mini statement on net banking. The page gives a blank screen.,False
CMP1019,Interest charges on credit card are incorrect. The rate applied is higher than what was communicated in the agreement.,False
CMP2176,Net banking shows transfer successful but beneficiary bank says no credit received. Kindly look into this urgently.,False
CMP1095,Mobile app session expires too quickly during transactions. By the time I enter OTP the session is already expired.,False
CMP2358,Recurring deposit account not opening through net banking. Error at the final step. Kindly look into this urgently.,False
CMP2028,I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently. Kindly look into this urgently.,False
CMP2319,Cannot download my account statement from the mobile app. Option is greyed out. Kindly look into this urgently.,False
CMP1096,New mobile banking app design is very confusing. Cannot find basic features like mini statement and fund transfer easily.,False
CMP2285,Prepayment of loan not being accepted online. Being forced to visit branch which is far. Kindly look into this urgently.,False
CMP2270,My gold loan is due for renewal but the branch is not responding to my renewal request.,False
CMP2105,I visited the branch 4 times for a simple signature update but the work is still not done.,False
CMP1054,Two factor authentication is not working on net banking. OTP is not being received on registered mobile number.,False
CMP2140,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous. Kindly look into this urgently.,False
CMP2251,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time.,False
CMP1056,Cheque book request submitted through net banking 3 weeks ago has not been processed or dispatched yet.,False
CMP2164,I sent money to wrong account number by mistake and need immediate help for reversal.,False
CMP2362,I am writing to complain about the following issue. Recurring deposit account not opening through net banking. Error at the final step.,False
CMP2291,Prepayment of loan not being accepted online. Being forced to visit branch which is far. Kindly look into this urgently.,False
CMP1071,Signature mismatch issue is blocking all my transactions but the signature I am using is the same as on file.,False
CMP1048,Daily fund transfer limit is too low for my business requirements. Requested increase 2 weeks ago with no response.,False
CMP2385,FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP2051,I am writing to complain about the following issue. Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases.,False
CMP2144,Transfer to my own account in another bank is taking more than 24 hours to reflect.,False
CMP2210,Net banking is not working on my new laptop. It works on mobile but not on the computer. Kindly look into this urgently.,False
CMP2286,I am writing to complain about the following issue. Prepayment of loan not being accepted online. Being forced to visit branch which is far.,False
CMP2224,My net banking account was suspended without any intimation. I have not violated any terms. Kindly look into this urgently.,False
CMP2278,I am writing to complain about the following issue. My gold loan is due for renewal but the branch is not responding to my renewal request.,False
CMP1016,Reward points on my credit card have not been credited for the last 3 months despite making eligible purchases.,False
CMP2001,My debit card transaction was declined at the petrol pump even though I have sufficient balance. This is very inconvenient.,False
CMP2364,Recurring deposit account not opening through net banking. Error at the final step. Kindly look into this urgently.,False
CMP2226,My mobile number update request is pending for 1 month. I cannot receive OTPs on old number. Kindly look into this urgently.,False
CMP2008,My debit card transaction was declined at the petrol pump even though I have sufficient balance. This is very inconvenient. Kindly look into this urgently.,False
CMP2044,Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases. Kindly look into this urgently.,False
CMP2269,I am writing to complain about the following issue. My gold loan is due for renewal but the branch is not responding to my renewal request.,False
CMP2152,I am writing to complain about the following issue. Transfer to my own account in another bank is taking more than 24 hours to reflect.,False
CMP2191,I am writing to complain about the following issue. I cannot view my account mini statement on net banking. The page gives a blank screen.,False
CMP1075,Personal loan application submitted 3 weeks ago is still under review. No update or timeline provided by the bank.,False
CMP2033,ATM dispensed less cash than the amount requested but full amount was debited from my account. Kindly look into this urgently.,False
CMP2327,Mobile banking PIN gets reset automatically every few days forcing me to set it again. Kindly look into this urgently.,False
CMP2206,Net banking is not working on my new laptop. It works on mobile but not on the computer.,False
CMP2138,I am writing to complain about the following issue. Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous.,False
CMP2390,I am writing to complain about the following issue. FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP2297,I am writing to complain about the following issue. Mobile app does not support the latest Android version. I cannot use banking on my new phone.,False
CMP2317,I am writing to complain about the following issue. Cannot download my account statement from the mobile app. Option is greyed out.,False
CMP2183,I cannot view my account mini statement on net banking. The page gives a blank screen.,False
CMP2100,I visited the branch 4 times for a simple signature update but the work is still not done. Kindly look into this urgently.,False
CMP2178,Net banking shows transfer successful but beneficiary bank says no credit received.,False
CMP2074,My credit card was not delivered to my address even after 3 weeks of application approval.,False
CMP2225,My mobile number update request is pending for 1 month. I cannot receive OTPs on old number.,False
CMP1100,Video KYC for online account opening is not completing. Connection drops every time after the initial verification step.,False
CMP1017,I received a credit card statement showing transactions that I did not make. This looks like fraudulent activity on my account.,False
CMP2276,My gold loan is due for renewal but the branch is not responding to my renewal request.,False
CMP2005,My debit card transaction was declined at the petrol pump even though I have sufficient balance. This is very inconvenient. Kindly look into this urgently.,False
CMP2023,I am writing to complain about the following issue. I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently.,False
CMP2378,I cannot find the option to break my FD prematurely in the net banking portal. Kindly look into this urgently.,False
CMP2379,FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP2053,Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases. Kindly look into this urgently.,False
CMP2190,I cannot view my account mini statement on net banking. The page gives a blank screen. Kindly look into this urgently.,False
CMP2271,My gold loan is due for renewal but the branch is not responding to my renewal request. Kindly look into this urgently.,False
CMP2388,FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP1058,Standing instruction set through net banking was not executed on the due date resulting in late payment penalty.,False
CMP2037,I am writing to complain about the following issue. ATM dispensed less cash than the amount requested but full amount was debited from my account.,False
CMP2288,Prepayment of loan not being accepted online. Being forced to visit branch which is far. Kindly look into this urgently.,False
CMP1073,My home loan EMI was debited twice in the same month. The extra deduction has caused financial difficulty. Please reverse immediately.,False
CMP2247,I am writing to complain about the following issue. Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time.,False
CMP2305,Mobile app does not support the latest Android version. I cannot use banking on my new phone. Kindly look into this urgently.,False
CMP2310,Cannot download my account statement from the mobile app. Option is greyed out. Kindly look into this urgently.,False
CMP2151,Transfer to my own account in another bank is taking more than 24 hours to reflect. Kindly look into this urgently.,False
CMP9005,Pre-approved loan offer shown in app disappeared when I tried to apply. Customer care has no explanation for this.,True
CMP1072,E-KYC through Aadhaar OTP is failing with server error message for the past 2 weeks. Cannot update my KYC.,False
CMP1034,Bank sent promotional messages at 2 AM which disturbed my sleep. Even after opting out messages are still coming.,False
CMP2016,I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently. Kindly look into this urgently.,False
CMP2261,I am writing to complain about the following issue. Loan repayment schedule shared at disbursement does not match what is being deducted as EMI.,False
CMP2333,Mobile banking PIN gets reset automatically every few days forcing me to set it again. Kindly look into this urgently.,False
CMP2367,I am writing to complain about the following issue. I cannot find the option to break my FD prematurely in the net banking portal.,False
CMP2025,I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently. Kindly look into this urgently.,False
CMP9015,Fund transfer confirmation email not received even after 24 hours. I am unable to confirm if transaction was successful.,True
CMP2316,Cannot download my account statement from the mobile app. Option is greyed out. Kindly look into this urgently.,False
CMP1086,UPI payment through the bank app is failing with payment gateway error. Other bank apps are working fine.,False
CMP2165,I sent money to wrong account number by mistake and need immediate help for reversal. Kindly look into this urgently.,False
CMP2020,I am writing to complain about the following issue. I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently.,False
CMP1102,Joint account opening request requires both applicants to visit the branch. This is not practical as co-applicant is in another city.,False
CMP2095,Credit card upgrade to platinum was rejected without any reason. My income and repayment history are excellent. Kindly look into this urgently.,False
CMP2120,Email sent to customer support 3 weeks ago has not received any response whatsoever. Kindly look into this urgently.,False
CMP1044,Scheduled transfer did not execute on the specified date. I had to manually transfer and missed the payment deadline.,False
CMP2329,Mobile banking PIN gets reset automatically every few days forcing me to set it again.,False
CMP2159,I sent money to wrong account number by mistake and need immediate help for reversal. Kindly look into this urgently.,False
CMP2343,Aadhaar seeding with bank account not completed even after submitting request at branch.,False
CMP2331,I am writing to complain about the following issue. Mobile banking PIN gets reset automatically every few days forcing me to set it again.,False
CMP9024,This is regarding my previous complaint. International transaction on my debit card was blocked even though I had informed the bank beforehand during my travel to Dubai.,True
CMP2369,I cannot find the option to break my FD prematurely in the net banking portal. Kindly look into this urgently.,False
CMP2382,FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP2376,I am writing to complain about the following issue. I cannot find the option to break my FD prematurely in the net banking portal.,False
CMP2009,I am writing to complain about the following issue. My debit card transaction was declined at the petrol pump even though I have sufficient balance. This is very inconvenient.,False
CMP2128,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous. Kindly look into this urgently.,False
CMP2103,I visited the branch 4 times for a simple signature update but the work is still not done. Kindly look into this urgently.,False
CMP2349,Aadhaar seeding with bank account not completed even after submitting request at branch.,False
CMP2279,My gold loan is due for renewal but the branch is not responding to my renewal request.,False
CMP1037,I transferred Rs 50000 via NEFT to a beneficiary account but the money has not been credited even after 48 hours. Transaction shows successful on my end.,False
CMP2306,I am writing to complain about the following issue. Mobile app does not support the latest Android version. I cannot use banking on my new phone.,False
CMP1027,Customer care executive gave wrong information about FD interest rates which led to financial loss. This is unacceptable.,False
CMP2139,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous.,False
CMP2141,Transfer to my own account in another bank is taking more than 24 hours to reflect.,False
CMP2031,I am writing to complain about the following issue. ATM dispensed less cash than the amount requested but full amount was debited from my account.,False
CMP2209,Net banking is not working on my new laptop. It works on mobile but not on the computer.,False
CMP2211,My net banking account was suspended without any intimation. I have not violated any terms.,False
CMP1116,FD nomination details submitted at the time of opening are not reflecting in the FD account. Please update urgently.,False
CMP2381,I am writing to complain about the following issue. FD amount was not renewed on maturity date and instead credited to savings causing loss of interest.,False
CMP2346,Aadhaar seeding with bank account not completed even after submitting request at branch.,False
CMP2208,I am writing to complain about the following issue. Net banking is not working on my new laptop. It works on mobile but not on the computer.,False
CMP2332,Mobile banking PIN gets reset automatically every few days forcing me to set it again.,False
CMP2263,Loan repayment schedule shared at disbursement does not match what is being deducted as EMI. Kindly look into this urgently.,False
CMP2013,My debit card transaction was declined at the petrol pump even though I have sufficient balance. This is very inconvenient.,False
CMP2154,Transfer to my own account in another bank is taking more than 24 hours to reflect. Kindly look into this urgently.,False
CMP1061,My account has been frozen due to pending KYC even though I submitted all documents at the branch 3 weeks ago.,False
CMP1110,Auto renewal of FD was done at a lower interest rate than what was current on the date of renewal. I want it corrected.,False
CMP1033,Multiple follow ups done but no response from the bank about my loan application status. Extremely unprofessional.,False
CMP2283,I am writing to complain about the following issue. Prepayment of loan not being accepted online. Being forced to visit branch which is far.,False
CMP2372,I cannot find the option to break my FD prematurely in the net banking portal. Kindly look into this urgently.,False
CMP2032,ATM dispensed less cash than the amount requested but full amount was debited from my account.,False
CMP2049,Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases.,False
CMP2259,Loan repayment schedule shared at disbursement does not match what is being deducted as EMI.,False
CMP2284,Prepayment of loan not being accepted online. Being forced to visit branch which is far.,False
CMP2145,Transfer to my own account in another bank is taking more than 24 hours to reflect. Kindly look into this urgently.,False
CMP2356,I am writing to complain about the following issue. Recurring deposit account not opening through net banking. Error at the final step.,False
CMP2368,I cannot find the option to break my FD prematurely in the net banking portal.,False
CMP1026,Branch staff was very rude and unhelpful when I visited for a simple account inquiry. The behavior was completely unprofessional.,False
CMP2228,My mobile number update request is pending for 1 month. I cannot receive OTPs on old number.,False
CMP2320,I am writing to complain about the following issue. Cannot download my account statement from the mobile app. Option is greyed out.,False
CMP2256,Loan repayment schedule shared at disbursement does not match what is being deducted as EMI.,False
CMP2268,My gold loan is due for renewal but the branch is not responding to my renewal request. Kindly look into this urgently.,False
CMP2124,I am writing to complain about the following issue. Email sent to customer support 3 weeks ago has not received any response whatsoever.,False
CMP1021,Cash advance fee charged on a regular POS transaction. I did not do any cash advance. Please investigate and refund.,False
CMP1097,Account opening application submitted online 2 weeks ago but account is still not activated. No communication received.,False
CMP2187,I cannot view my account mini statement on net banking. The page gives a blank screen. Kindly look into this urgently.,False
CMP9028,Video KYC for online account opening is not completing. Connection drops every time after the initial verification step. I am a senior citizen and request priority service.,True
CMP1030,Bank staff at the branch was unable to help with a basic account inquiry and kept sending me to different counters.,False
CMP1060,Net banking shows transaction history only for last 30 days. I need older statements but download option is not working.,False
CMP1084,Education loan disbursement is delayed and college fee payment deadline has passed. I am facing penalty from college.,False
CMP2150,Transfer to my own account in another bank is taking more than 24 hours to reflect.,False
CMP2374,I cannot find the option to break my FD prematurely in the net banking portal.,False
CMP2034,I am writing to complain about the following issue. ATM dispensed less cash than the amount requested but full amount was debited from my account.,False
CMP2122,Email sent to customer support 3 weeks ago has not received any response whatsoever.,False
CMP2092,Credit card upgrade to platinum was rejected without any reason. My income and repayment history are excellent. Kindly look into this urgently.,False
CMP2265,Loan repayment schedule shared at disbursement does not match what is being deducted as EMI.,False
CMP1038,RTGS transfer of Rs 2 lakhs failed midway and money was debited from my account but not credited to beneficiary. Please investigate urgently.,False
CMP1078,NOC certificate for my closed car loan has not been issued even after 2 months of loan closure. I need it urgently.,False
CMP2249,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time. Kindly look into this urgently.,False
CMP2266,Loan repayment schedule shared at disbursement does not match what is being deducted as EMI. Kindly look into this urgently.,False
CMP2309,Cannot download my account statement from the mobile app. Option is greyed out.,False
CMP1055,Net banking is not accessible from my office network. IT team confirmed there is no firewall issue on our side.,False
CMP1082,Insurance premium bundled with my loan was not disclosed at the time of application. I want it removed from my loan.,False
CMP2156,I sent money to wrong account number by mistake and need immediate help for reversal. Kindly look into this urgently.,False
CMP2014,My debit card transaction was declined at the petrol pump even though I have sufficient balance. This is very inconvenient. Kindly look into this urgently.,False
CMP1051,Internet banking session keeps timing out every 2 minutes making it impossible to complete any transaction.,False
CMP1005,ATM card PIN change option is not working at the branch ATM. I have visited twice but the machine shows error every time.,False
CMP9007,My account was marked dormant even though I had transactions in the last 6 months. Activation is taking too long.,True
CMP2248,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time.,False
CMP2180,I am writing to complain about the following issue. Net banking shows transfer successful but beneficiary bank says no credit received.,False
CMP2203,Net banking is not working on my new laptop. It works on mobile but not on the computer.,False
CMP2347,Aadhaar seeding with bank account not completed even after submitting request at branch. Kindly look into this urgently.,False
CMP2342,I am writing to complain about the following issue. Aadhaar seeding with bank account not completed even after submitting request at branch.,False
CMP2218,My net banking account was suspended without any intimation. I have not violated any terms. Kindly look into this urgently.,False
CMP2242,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time.,False
CMP1077,Loan EMI amount changed without any prior notice. I was not informed about any change in interest rate or tenure.,False
CMP2106,I visited the branch 4 times for a simple signature update but the work is still not done. Kindly look into this urgently.,False
CMP2055,Debit card tokenization is not working on e-commerce websites. I cannot make any online purchases.,False
CMP2280,My gold loan is due for renewal but the branch is not responding to my renewal request. Kindly look into this urgently.,False
CMP9009,I transferred Rs 50000 via NEFT to a beneficiary account but the money has not been credited even after 48 hours. Transaction shows successful on my end. Kindly resolve on priority basis.,True
CMP2243,Bank is not accepting digital Aadhaar for KYC. Physical Aadhaar was lost and reprint takes time. Kindly look into this urgently.,False
CMP2386,FD amount was not renewed on maturity date and instead credited to savings causing loss of interest. Kindly look into this urgently.,False
CMP1041,Transaction limit on net banking for NEFT was reduced without any intimation. I could not complete an important payment.,False
CMP1046,Bulk payment through net banking failed halfway and some accounts got paid while others did not. Very messy situation.,False
CMP2341,Aadhaar seeding with bank account not completed even after submitting request at branch. Kindly look into this urgently.,False
CMP2272,I am writing to complain about the following issue. My gold loan is due for renewal but the branch is not responding to my renewal request.,False
CMP2361,Recurring deposit account not opening through net banking. Error at the final step. Kindly look into this urgently.,False
CMP2153,Transfer to my own account in another bank is taking more than 24 hours to reflect.,False
CMP2102,I visited the branch 4 times for a simple signature update but the work is still not done.,False
CMP9030,Aadhaar based KYC verification is failing repeatedly on the bank app even though my Aadhaar details are correct.,True
CMP2003,I am writing to complain about the following issue. My debit card transaction was declined at the petrol pump even though I have sufficient balance. This is very inconvenient.,False
CMP2307,Mobile app does not support the latest Android version. I cannot use banking on my new phone.,False
CMP2137,Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous. Kindly look into this urgently.,False
CMP2132,I am writing to complain about the following issue. Toll free number does not connect to any agent after 30 minutes of waiting. This is ridiculous.,False
CMP2042,ATM dispensed less cash than the amount requested but full amount was debited from my account. Kindly look into this urgently.,False
CMP2070,Credit card minimum due amount is calculated incorrectly on my latest statement. I am being overcharged. Kindly look into this urgently.,False
CMP2213,I am writing to complain about the following issue. My net banking account was suspended without any intimation. I have not violated any terms.,False
CMP2027,I have not received my debit card after opening account 3 weeks ago. Please dispatch it urgently.,False
CMP2287,Prepayment of loan not being accepted online. Being forced to visit branch which is far.,False
